11.2638635,1.985374771,,8.091163924,1.166361974
11.53174893,1.9488117,,8.147714808,1.469835466
11.53418647,1.875685558,,8.158805606,1.137111517
11.66569165,1.930530165,,8.226447288,1.10786106
11.66642291,1.908592322,,8.360755637,1.078610603
11.66873857,1.839122486,,8.490310786,1.191956124
11.66959171,1.813528336,,8.548446069,1.447897623
11.80353443,1.795246801,,8.682632541,1.422303473
11.87117611,1.765996344,,8.695307739,1.042047532
12.00621572,1.714808044,,8.962949421,1.012797075
12.07349177,1.696526508,,9.017550274,1.374771481
12.20840951,1.648994516,,9.02205972,1.239488117
12.2095064,1.616087751,,9.085191956,1.345521024
12.34332724,1.601462523,,9.23071298,0.979890311
12.41145643,1.557586837,,9.286166971,1.316270567
12.41243144,1.52833638,,9.354661792,1.26142596
12.54673979,1.499085923,,9.375380865,0.639853748
12.68104814,1.469835466,,9.439609994,0.71297989
12.88202316,1.440585009,,9.50432663,0.771480804
12.95027422,1.393053016,,9.698598416,0.943327239
13.01779403,1.367458867,,9.702864107,0.81535649
13.15234613,1.330895795,,9.709689214,0.610603291
13.28689823,1.294332724,,9.834734918,0.859232176
13.4210847,1.268738574,,9.910420475,0.588665448
13.55551493,1.23583181,,9.966849482,0.895795247
13.82279098,1.217550274,,10.04728824,0.482632541
13.823766,1.188299817,,10.24460695,0.563071298
14.02461913,1.162705667,,10.31358927,0.493601463
14.15892748,1.13345521,,10.37867154,0.541133455
14.22644729,1.10786106,,10.3820841,0.438756856
14.29469835,1.060329068,,10.44570384,0.530164534
14.49579525,1.027422303,,10.58354662,0.39488117
14.56404631,0.979890311,,10.71773309,0.36928702
14.83180987,0.946983547,,10.98500914,0.351005484
15.43278489,0.91773309,,11.11931749,0.321755027
15.83400366,0.881170018,,11.12285192,0.215722121
16.10152346,0.855575868,,11.12468007,0.160877514
16.56916514,0.826325411,,11.12528946,0.142595978
16.77111517,0.767824497,,11.12638635,0.109689214
16.90505789,0.749542962,,11.18769043,0.270566728
17.37318708,0.705667276,,11.18915296,0.226691042
17.57477148,0.658135283,,11.19427179,0.073126143
17.84192566,0.643510055,,11.19512492,0.047531993
18.04375381,0.588665448,,11.19609994,0.018281536
18.17830591,0.552102377,,11.19646557,0.007312614
18.1794028,0.519195612,,11.25496648,0.252285192
18.24680073,0.49725777,,,
18.24789762,0.464351005,,,
18.31785497,0.365630713,,,
18.38244973,0.427787934,,,
18.38293723,0.413162706,,,
18.5187081,0.340036563,,,
18.65326021,0.303473492,,,
18.72102377,0.270566728,,,
18.85642901,0.208409506,,,
18.85679464,0.197440585,,,
19.05874467,0.138939671,,,
19.05959781,0.113345521,,,
19.06020719,0.095063985,,,
19.0606947,0.080438757,,,
19.19561243,0.032906764,,,
19.26252285,0.02559415,,,
19.26361974,1.992687386,,,
19.46447288,1.967093236,,,
19.53223644,1.934186472,,,
19.73345521,1.8976234,,,
19.80170628,1.850091408,,,
20.00231566,1.831809872,,,
20.27007922,1.798903108,,,
20.5377209,1.769652651,,,
20.60511883,1.747714808,,,
20.7393053,1.722120658,,,
20.9408897,1.674588665,,,
21.14235222,1.63071298,,,
21.41048141,1.586837294,,,
21.87897623,1.531992687,,,
22.14661792,1.50274223,,,
